,im_uuid,medical_center,slide_id,patch_id,bio_class
11576,VALSET4_CHA_FULL_case_075_advent.25070_ADVENT,VALSET4_CHA_FULL,case_075,advent.25070,ADVENT
11577,VALSET4_CHA_FULL_case_075_advent.25927_ADVENT,VALSET4_CHA_FULL,case_075,advent.25927,ADVENT
11578,VALSET4_CHA_FULL_case_075_advent.25683_ADVENT,VALSET4_CHA_FULL,case_075,advent.25683,ADVENT
11579,VALSET4_CHA_FULL_case_075_advent.24906_ADVENT,VALSET4_CHA_FULL,case_075,advent.24906,ADVENT
11580,VALSET4_CHA_FULL_case_075_advent.24938_ADVENT,VALSET4_CHA_FULL,case_075,advent.24938,ADVENT
11581,VALSET4_CHA_FULL_case_075_advent.26434_ADVENT,VALSET4_CHA_FULL,case_075,advent.26434,ADVENT
11582,VALSET4_CHA_FULL_case_075_advent.26411_ADVENT,VALSET4_CHA_FULL,case_075,advent.26411,ADVENT
11583,VALSET4_CHA_FULL_case_075_advent.25757_ADVENT,VALSET4_CHA_FULL,case_075,advent.25757,ADVENT
11584,VALSET4_CHA_FULL_case_075_advent.25061_ADVENT,VALSET4_CHA_FULL,case_075,advent.25061,ADVENT
11585,VALSET4_CHA_FULL_case_075_advent.25443_ADVENT,VALSET4_CHA_FULL,case_075,advent.25443,ADVENT
11586,VALSET4_CHA_FULL_case_075_advent.25259_ADVENT,VALSET4_CHA_FULL,case_075,advent.25259,ADVENT
11587,VALSET4_CHA_FULL_case_075_advent.25224_ADVENT,VALSET4_CHA_FULL,case_075,advent.25224,ADVENT
11588,VALSET4_CHA_FULL_case_075_advent.25379_ADVENT,VALSET4_CHA_FULL,case_075,advent.25379,ADVENT
11589,VALSET4_CHA_FULL_case_075_advent.24967_ADVENT,VALSET4_CHA_FULL,case_075,advent.24967,ADVENT
11590,VALSET4_CHA_FULL_case_075_advent.26061_ADVENT,VALSET4_CHA_FULL,case_075,advent.26061,ADVENT
11591,VALSET4_CHA_FULL_case_075_advent.25357_ADVENT,VALSET4_CHA_FULL,case_075,advent.25357,ADVENT
11592,VALSET4_CHA_FULL_case_075_advent.26197_ADVENT,VALSET4_CHA_FULL,case_075,advent.26197,ADVENT
11593,VALSET4_CHA_FULL_case_075_advent.25423_ADVENT,VALSET4_CHA_FULL,case_075,advent.25423,ADVENT
11594,VALSET4_CHA_FULL_case_075_advent.26422_ADVENT,VALSET4_CHA_FULL,case_075,advent.26422,ADVENT
11595,VALSET4_CHA_FULL_case_075_advent.26293_ADVENT,VALSET4_CHA_FULL,case_075,advent.26293,ADVENT
11596,VALSET4_CHA_FULL_case_075_advent.25801_ADVENT,VALSET4_CHA_FULL,case_075,advent.25801,ADVENT
11597,VALSET4_CHA_FULL_case_075_advent.24974_ADVENT,VALSET4_CHA_FULL,case_075,advent.24974,ADVENT
11598,VALSET4_CHA_FULL_case_075_advent.25412_ADVENT,VALSET4_CHA_FULL,case_075,advent.25412,ADVENT
11599,VALSET4_CHA_FULL_case_075_advent.24924_ADVENT,VALSET4_CHA_FULL,case_075,advent.24924,ADVENT
11600,VALSET4_CHA_FULL_case_058_advent.29067_ADVENT,VALSET4_CHA_FULL,case_058,advent.29067,ADVENT
11601,VALSET4_CHA_FULL_case_058_advent.28803_ADVENT,VALSET4_CHA_FULL,case_058,advent.28803,ADVENT
11602,VALSET4_CHA_FULL_case_058_advent.29151_ADVENT,VALSET4_CHA_FULL,case_058,advent.29151,ADVENT
11603,VALSET4_CHA_FULL_case_058_advent.29365_ADVENT,VALSET4_CHA_FULL,case_058,advent.29365,ADVENT
11604,VALSET4_CHA_FULL_case_058_advent.28836_ADVENT,VALSET4_CHA_FULL,case_058,advent.28836,ADVENT
11605,VALSET4_CHA_FULL_case_058_advent.28443_ADVENT,VALSET4_CHA_FULL,case_058,advent.28443,ADVENT
11606,VALSET4_CHA_FULL_case_058_advent.28085_ADVENT,VALSET4_CHA_FULL,case_058,advent.28085,ADVENT
11607,VALSET4_CHA_FULL_case_058_advent.28092_ADVENT,VALSET4_CHA_FULL,case_058,advent.28092,ADVENT
11608,VALSET4_CHA_FULL_case_058_advent.27424_ADVENT,VALSET4_CHA_FULL,case_058,advent.27424,ADVENT
11609,VALSET4_CHA_FULL_case_058_advent.27454_ADVENT,VALSET4_CHA_FULL,case_058,advent.27454,ADVENT
11610,VALSET4_CHA_FULL_case_058_advent.27800_ADVENT,VALSET4_CHA_FULL,case_058,advent.27800,ADVENT
11611,VALSET4_CHA_FULL_case_058_advent.27852_ADVENT,VALSET4_CHA_FULL,case_058,advent.27852,ADVENT
11612,VALSET4_CHA_FULL_case_058_advent.28658_ADVENT,VALSET4_CHA_FULL,case_058,advent.28658,ADVENT
11613,VALSET4_CHA_FULL_case_058_advent.28051_ADVENT,VALSET4_CHA_FULL,case_058,advent.28051,ADVENT
11614,VALSET4_CHA_FULL_case_058_advent.28529_ADVENT,VALSET4_CHA_FULL,case_058,advent.28529,ADVENT
11615,VALSET4_CHA_FULL_case_058_advent.28975_ADVENT,VALSET4_CHA_FULL,case_058,advent.28975,ADVENT
11616,VALSET4_CHA_FULL_case_058_advent.29349_ADVENT,VALSET4_CHA_FULL,case_058,advent.29349,ADVENT
11617,VALSET4_CHA_FULL_case_058_advent.28289_ADVENT,VALSET4_CHA_FULL,case_058,advent.28289,ADVENT
11618,VALSET4_CHA_FULL_case_058_advent.28438_ADVENT,VALSET4_CHA_FULL,case_058,advent.28438,ADVENT
11619,VALSET4_CHA_FULL_case_058_advent.28843_ADVENT,VALSET4_CHA_FULL,case_058,advent.28843,ADVENT
11620,VALSET4_CHA_FULL_case_058_advent.27807_ADVENT,VALSET4_CHA_FULL,case_058,advent.27807,ADVENT
11621,VALSET4_CHA_FULL_case_058_advent.27571_ADVENT,VALSET4_CHA_FULL,case_058,advent.27571,ADVENT
11622,VALSET4_CHA_FULL_case_058_advent.28040_ADVENT,VALSET4_CHA_FULL,case_058,advent.28040,ADVENT
11623,VALSET4_CHA_FULL_case_058_advent.29094_ADVENT,VALSET4_CHA_FULL,case_058,advent.29094,ADVENT
11624,VALSET4_CHA_FULL_case_058_advent.28466_ADVENT,VALSET4_CHA_FULL,case_058,advent.28466,ADVENT
11625,VALSET4_CHA_FULL_case_058_advent.28306_ADVENT,VALSET4_CHA_FULL,case_058,advent.28306,ADVENT
11626,VALSET4_CHA_FULL_case_058_advent.28027_ADVENT,VALSET4_CHA_FULL,case_058,advent.28027,ADVENT
11627,VALSET4_CHA_FULL_case_058_advent.27668_ADVENT,VALSET4_CHA_FULL,case_058,advent.27668,ADVENT
11628,VALSET4_CHA_FULL_case_058_advent.28453_ADVENT,VALSET4_CHA_FULL,case_058,advent.28453,ADVENT
11629,VALSET4_CHA_FULL_case_058_advent.28353_ADVENT,VALSET4_CHA_FULL,case_058,advent.28353,ADVENT
11630,VALSET4_CHA_FULL_case_058_advent.27658_ADVENT,VALSET4_CHA_FULL,case_058,advent.27658,ADVENT
11631,VALSET4_CHA_FULL_case_058_advent.27962_ADVENT,VALSET4_CHA_FULL,case_058,advent.27962,ADVENT
11632,VALSET4_CHA_FULL_case_058_advent.28674_ADVENT,VALSET4_CHA_FULL,case_058,advent.28674,ADVENT
11633,VALSET4_CHA_FULL_case_058_advent.28863_ADVENT,VALSET4_CHA_FULL,case_058,advent.28863,ADVENT
11634,VALSET4_CHA_FULL_case_058_advent.28240_ADVENT,VALSET4_CHA_FULL,case_058,advent.28240,ADVENT
11635,VALSET4_CHA_FULL_case_058_advent.27529_ADVENT,VALSET4_CHA_FULL,case_058,advent.27529,ADVENT
11636,VALSET4_CHA_FULL_case_058_advent.28974_ADVENT,VALSET4_CHA_FULL,case_058,advent.28974,ADVENT
11637,VALSET4_CHA_FULL_case_058_advent.29232_ADVENT,VALSET4_CHA_FULL,case_058,advent.29232,ADVENT
11638,VALSET4_CHA_FULL_case_058_advent.27761_ADVENT,VALSET4_CHA_FULL,case_058,advent.27761,ADVENT
11639,VALSET4_CHA_FULL_case_058_advent.28095_ADVENT,VALSET4_CHA_FULL,case_058,advent.28095,ADVENT
11640,VALSET4_CHA_FULL_case_058_advent.29084_ADVENT,VALSET4_CHA_FULL,case_058,advent.29084,ADVENT
11641,VALSET4_CHA_FULL_case_058_advent.28221_ADVENT,VALSET4_CHA_FULL,case_058,advent.28221,ADVENT
11642,VALSET4_CHA_FULL_case_058_advent.27433_ADVENT,VALSET4_CHA_FULL,case_058,advent.27433,ADVENT
11643,VALSET4_CHA_FULL_case_058_advent.28036_ADVENT,VALSET4_CHA_FULL,case_058,advent.28036,ADVENT
11644,VALSET4_CHA_FULL_case_058_advent.27892_ADVENT,VALSET4_CHA_FULL,case_058,advent.27892,ADVENT
11645,VALSET4_CHA_FULL_case_058_advent.29238_ADVENT,VALSET4_CHA_FULL,case_058,advent.29238,ADVENT
11646,VALSET4_CHA_FULL_case_058_advent.27831_ADVENT,VALSET4_CHA_FULL,case_058,advent.27831,ADVENT
11647,VALSET4_CHA_FULL_case_058_advent.27451_ADVENT,VALSET4_CHA_FULL,case_058,advent.27451,ADVENT
11648,VALSET4_CHA_FULL_case_058_advent.28484_ADVENT,VALSET4_CHA_FULL,case_058,advent.28484,ADVENT
11649,VALSET4_CHA_FULL_case_058_advent.28227_ADVENT,VALSET4_CHA_FULL,case_058,advent.28227,ADVENT
11650,VALSET4_CHA_FULL_case_058_advent.27519_ADVENT,VALSET4_CHA_FULL,case_058,advent.27519,ADVENT
11651,VALSET4_CHA_FULL_case_058_advent.28140_ADVENT,VALSET4_CHA_FULL,case_058,advent.28140,ADVENT
11652,VALSET4_CHA_FULL_case_058_advent.28057_ADVENT,VALSET4_CHA_FULL,case_058,advent.28057,ADVENT
11653,VALSET4_CHA_FULL_case_058_advent.28267_ADVENT,VALSET4_CHA_FULL,case_058,advent.28267,ADVENT
11654,VALSET4_CHA_FULL_case_058_advent.28115_ADVENT,VALSET4_CHA_FULL,case_058,advent.28115,ADVENT
11655,VALSET4_CHA_FULL_case_058_advent.28834_ADVENT,VALSET4_CHA_FULL,case_058,advent.28834,ADVENT
11656,VALSET4_CHA_FULL_case_058_advent.28491_ADVENT,VALSET4_CHA_FULL,case_058,advent.28491,ADVENT
11657,VALSET4_CHA_FULL_case_058_advent.27959_ADVENT,VALSET4_CHA_FULL,case_058,advent.27959,ADVENT
11658,VALSET4_CHA_FULL_case_058_advent.29429_ADVENT,VALSET4_CHA_FULL,case_058,advent.29429,ADVENT
11659,VALSET4_CHA_FULL_case_058_advent.27775_ADVENT,VALSET4_CHA_FULL,case_058,advent.27775,ADVENT
11660,VALSET4_CHA_FULL_case_058_advent.29024_ADVENT,VALSET4_CHA_FULL,case_058,advent.29024,ADVENT
11661,VALSET4_CHA_FULL_case_058_advent.28640_ADVENT,VALSET4_CHA_FULL,case_058,advent.28640,ADVENT
11662,VALSET4_CHA_FULL_case_058_advent.27647_ADVENT,VALSET4_CHA_FULL,case_058,advent.27647,ADVENT
11663,VALSET4_CHA_FULL_case_058_advent.28223_ADVENT,VALSET4_CHA_FULL,case_058,advent.28223,ADVENT
11664,VALSET4_CHA_FULL_case_058_advent.28564_ADVENT,VALSET4_CHA_FULL,case_058,advent.28564,ADVENT
11665,VALSET4_CHA_FULL_case_058_advent.29593_ADVENT,VALSET4_CHA_FULL,case_058,advent.29593,ADVENT
11666,VALSET4_CHA_FULL_case_058_advent.28063_ADVENT,VALSET4_CHA_FULL,case_058,advent.28063,ADVENT
11667,VALSET4_CHA_FULL_case_058_advent.28850_ADVENT,VALSET4_CHA_FULL,case_058,advent.28850,ADVENT
11668,VALSET4_CHA_FULL_case_058_advent.28958_ADVENT,VALSET4_CHA_FULL,case_058,advent.28958,ADVENT
11669,VALSET4_CHA_FULL_case_058_advent.28374_ADVENT,VALSET4_CHA_FULL,case_058,advent.28374,ADVENT
11670,VALSET4_CHA_FULL_case_058_advent.28954_ADVENT,VALSET4_CHA_FULL,case_058,advent.28954,ADVENT
11671,VALSET4_CHA_FULL_case_058_advent.28147_ADVENT,VALSET4_CHA_FULL,case_058,advent.28147,ADVENT
11672,VALSET4_CHA_FULL_case_058_advent.27895_ADVENT,VALSET4_CHA_FULL,case_058,advent.27895,ADVENT
11673,VALSET4_CHA_FULL_case_058_advent.27953_ADVENT,VALSET4_CHA_FULL,case_058,advent.27953,ADVENT
11674,VALSET4_CHA_FULL_case_058_advent.28882_ADVENT,VALSET4_CHA_FULL,case_058,advent.28882,ADVENT
11675,VALSET4_CHA_FULL_case_058_advent.27651_ADVENT,VALSET4_CHA_FULL,case_058,advent.27651,ADVENT
11676,VALSET4_CHA_FULL_case_058_advent.27489_ADVENT,VALSET4_CHA_FULL,case_058,advent.27489,ADVENT
11677,VALSET4_CHA_FULL_case_058_advent.28602_ADVENT,VALSET4_CHA_FULL,case_058,advent.28602,ADVENT
11678,VALSET4_CHA_FULL_case_058_advent.29472_ADVENT,VALSET4_CHA_FULL,case_058,advent.29472,ADVENT
11679,VALSET4_CHA_FULL_case_058_advent.29108_ADVENT,VALSET4_CHA_FULL,case_058,advent.29108,ADVENT
11680,VALSET4_CHA_FULL_case_058_advent.28452_ADVENT,VALSET4_CHA_FULL,case_058,advent.28452,ADVENT
11681,VALSET4_CHA_FULL_case_058_advent.28929_ADVENT,VALSET4_CHA_FULL,case_058,advent.28929,ADVENT
11682,VALSET4_CHA_FULL_case_058_advent.28783_ADVENT,VALSET4_CHA_FULL,case_058,advent.28783,ADVENT
11683,VALSET4_CHA_FULL_case_058_advent.28535_ADVENT,VALSET4_CHA_FULL,case_058,advent.28535,ADVENT
11684,VALSET4_CHA_FULL_case_058_advent.27915_ADVENT,VALSET4_CHA_FULL,case_058,advent.27915,ADVENT
11685,VALSET4_CHA_FULL_case_058_advent.29174_ADVENT,VALSET4_CHA_FULL,case_058,advent.29174,ADVENT
11686,VALSET4_CHA_FULL_case_058_advent.28538_ADVENT,VALSET4_CHA_FULL,case_058,advent.28538,ADVENT
11687,VALSET4_CHA_FULL_case_058_advent.28366_ADVENT,VALSET4_CHA_FULL,case_058,advent.28366,ADVENT
11688,VALSET4_CHA_FULL_case_058_advent.29079_ADVENT,VALSET4_CHA_FULL,case_058,advent.29079,ADVENT
11689,VALSET4_CHA_FULL_case_058_advent.27990_ADVENT,VALSET4_CHA_FULL,case_058,advent.27990,ADVENT
11690,VALSET4_CHA_FULL_case_058_advent.29479_ADVENT,VALSET4_CHA_FULL,case_058,advent.29479,ADVENT
11691,VALSET4_CHA_FULL_case_058_advent.28913_ADVENT,VALSET4_CHA_FULL,case_058,advent.28913,ADVENT
11692,VALSET4_CHA_FULL_case_058_advent.29131_ADVENT,VALSET4_CHA_FULL,case_058,advent.29131,ADVENT
11693,VALSET4_CHA_FULL_case_058_advent.28210_ADVENT,VALSET4_CHA_FULL,case_058,advent.28210,ADVENT
11694,VALSET4_CHA_FULL_case_058_advent.27993_ADVENT,VALSET4_CHA_FULL,case_058,advent.27993,ADVENT
11695,VALSET4_CHA_FULL_case_058_advent.28902_ADVENT,VALSET4_CHA_FULL,case_058,advent.28902,ADVENT
11696,VALSET4_CHA_FULL_case_058_advent.29130_ADVENT,VALSET4_CHA_FULL,case_058,advent.29130,ADVENT
11697,VALSET4_CHA_FULL_case_058_advent.28631_ADVENT,VALSET4_CHA_FULL,case_058,advent.28631,ADVENT
11698,VALSET4_CHA_FULL_case_058_advent.28414_ADVENT,VALSET4_CHA_FULL,case_058,advent.28414,ADVENT
11699,VALSET4_CHA_FULL_case_058_advent.28341_ADVENT,VALSET4_CHA_FULL,case_058,advent.28341,ADVENT
11700,VALSET4_CHA_FULL_case_050_advent.30392_ADVENT,VALSET4_CHA_FULL,case_050,advent.30392,ADVENT
11701,VALSET4_CHA_FULL_case_050_advent.30664_ADVENT,VALSET4_CHA_FULL,case_050,advent.30664,ADVENT
11702,VALSET4_CHA_FULL_case_050_advent.30964_ADVENT,VALSET4_CHA_FULL,case_050,advent.30964,ADVENT
11703,VALSET4_CHA_FULL_case_050_advent.30829_ADVENT,VALSET4_CHA_FULL,case_050,advent.30829,ADVENT
11704,VALSET4_CHA_FULL_case_050_advent.31170_ADVENT,VALSET4_CHA_FULL,case_050,advent.31170,ADVENT
11705,VALSET4_CHA_FULL_case_050_advent.30972_ADVENT,VALSET4_CHA_FULL,case_050,advent.30972,ADVENT
11706,VALSET4_CHA_FULL_case_050_advent.30413_ADVENT,VALSET4_CHA_FULL,case_050,advent.30413,ADVENT
11707,VALSET4_CHA_FULL_case_050_advent.30734_ADVENT,VALSET4_CHA_FULL,case_050,advent.30734,ADVENT
11708,VALSET4_CHA_FULL_case_050_advent.31360_ADVENT,VALSET4_CHA_FULL,case_050,advent.31360,ADVENT
11709,VALSET4_CHA_FULL_case_050_advent.32009_ADVENT,VALSET4_CHA_FULL,case_050,advent.32009,ADVENT
11710,VALSET4_CHA_FULL_case_050_advent.31071_ADVENT,VALSET4_CHA_FULL,case_050,advent.31071,ADVENT
11711,VALSET4_CHA_FULL_case_050_advent.31847_ADVENT,VALSET4_CHA_FULL,case_050,advent.31847,ADVENT
11712,VALSET4_CHA_FULL_case_050_advent.30388_ADVENT,VALSET4_CHA_FULL,case_050,advent.30388,ADVENT
11713,VALSET4_CHA_FULL_case_050_advent.32240_ADVENT,VALSET4_CHA_FULL,case_050,advent.32240,ADVENT
11714,VALSET4_CHA_FULL_case_050_advent.31779_ADVENT,VALSET4_CHA_FULL,case_050,advent.31779,ADVENT
11715,VALSET4_CHA_FULL_case_050_advent.30433_ADVENT,VALSET4_CHA_FULL,case_050,advent.30433,ADVENT
11716,VALSET4_CHA_FULL_case_050_advent.31758_ADVENT,VALSET4_CHA_FULL,case_050,advent.31758,ADVENT
11717,VALSET4_CHA_FULL_case_050_advent.30402_ADVENT,VALSET4_CHA_FULL,case_050,advent.30402,ADVENT
11718,VALSET4_CHA_FULL_case_050_advent.31072_ADVENT,VALSET4_CHA_FULL,case_050,advent.31072,ADVENT
11719,VALSET4_CHA_FULL_case_050_advent.30479_ADVENT,VALSET4_CHA_FULL,case_050,advent.30479,ADVENT
11720,VALSET4_CHA_FULL_case_050_advent.32056_ADVENT,VALSET4_CHA_FULL,case_050,advent.32056,ADVENT
11721,VALSET4_CHA_FULL_case_050_advent.30503_ADVENT,VALSET4_CHA_FULL,case_050,advent.30503,ADVENT
11722,VALSET4_CHA_FULL_case_050_advent.32196_ADVENT,VALSET4_CHA_FULL,case_050,advent.32196,ADVENT
11723,VALSET4_CHA_FULL_case_050_advent.31961_ADVENT,VALSET4_CHA_FULL,case_050,advent.31961,ADVENT
11724,VALSET4_CHA_FULL_case_050_advent.32008_ADVENT,VALSET4_CHA_FULL,case_050,advent.32008,ADVENT
11725,VALSET4_CHA_FULL_case_050_advent.32037_ADVENT,VALSET4_CHA_FULL,case_050,advent.32037,ADVENT
11726,VALSET4_CHA_FULL_case_050_advent.31941_ADVENT,VALSET4_CHA_FULL,case_050,advent.31941,ADVENT
11727,VALSET4_CHA_FULL_case_050_advent.31509_ADVENT,VALSET4_CHA_FULL,case_050,advent.31509,ADVENT
11728,VALSET4_CHA_FULL_case_050_advent.30348_ADVENT,VALSET4_CHA_FULL,case_050,advent.30348,ADVENT
11729,VALSET4_CHA_FULL_case_050_advent.31562_ADVENT,VALSET4_CHA_FULL,case_050,advent.31562,ADVENT
11730,VALSET4_CHA_FULL_case_050_advent.30951_ADVENT,VALSET4_CHA_FULL,case_050,advent.30951,ADVENT
11731,VALSET4_CHA_FULL_case_050_advent.32126_ADVENT,VALSET4_CHA_FULL,case_050,advent.32126,ADVENT
11732,VALSET4_CHA_FULL_case_050_advent.30637_ADVENT,VALSET4_CHA_FULL,case_050,advent.30637,ADVENT
11733,VALSET4_CHA_FULL_case_050_advent.31948_ADVENT,VALSET4_CHA_FULL,case_050,advent.31948,ADVENT
11734,VALSET4_CHA_FULL_case_050_advent.30501_ADVENT,VALSET4_CHA_FULL,case_050,advent.30501,ADVENT
11735,VALSET4_CHA_FULL_case_050_advent.30775_ADVENT,VALSET4_CHA_FULL,case_050,advent.30775,ADVENT
11736,VALSET4_CHA_FULL_case_050_advent.32141_ADVENT,VALSET4_CHA_FULL,case_050,advent.32141,ADVENT
11737,VALSET4_CHA_FULL_case_050_advent.31770_ADVENT,VALSET4_CHA_FULL,case_050,advent.31770,ADVENT
11738,VALSET4_CHA_FULL_case_050_advent.31996_ADVENT,VALSET4_CHA_FULL,case_050,advent.31996,ADVENT
11739,VALSET4_CHA_FULL_case_050_advent.31971_ADVENT,VALSET4_CHA_FULL,case_050,advent.31971,ADVENT
11740,VALSET4_CHA_FULL_case_050_advent.31270_ADVENT,VALSET4_CHA_FULL,case_050,advent.31270,ADVENT
11741,VALSET4_CHA_FULL_case_050_advent.30796_ADVENT,VALSET4_CHA_FULL,case_050,advent.30796,ADVENT
11742,VALSET4_CHA_FULL_case_050_advent.32073_ADVENT,VALSET4_CHA_FULL,case_050,advent.32073,ADVENT
11743,VALSET4_CHA_FULL_case_050_advent.31299_ADVENT,VALSET4_CHA_FULL,case_050,advent.31299,ADVENT
11744,VALSET4_CHA_FULL_case_050_advent.31469_ADVENT,VALSET4_CHA_FULL,case_050,advent.31469,ADVENT
11745,VALSET4_CHA_FULL_case_050_advent.31452_ADVENT,VALSET4_CHA_FULL,case_050,advent.31452,ADVENT
11746,VALSET4_CHA_FULL_case_050_advent.31883_ADVENT,VALSET4_CHA_FULL,case_050,advent.31883,ADVENT
11747,VALSET4_CHA_FULL_case_050_advent.32101_ADVENT,VALSET4_CHA_FULL,case_050,advent.32101,ADVENT
11748,VALSET4_CHA_FULL_case_050_advent.30784_ADVENT,VALSET4_CHA_FULL,case_050,advent.30784,ADVENT
11749,VALSET4_CHA_FULL_case_050_advent.31467_ADVENT,VALSET4_CHA_FULL,case_050,advent.31467,ADVENT
11750,VALSET4_CHA_FULL_case_050_advent.30634_ADVENT,VALSET4_CHA_FULL,case_050,advent.30634,ADVENT
11751,VALSET4_CHA_FULL_case_050_advent.31886_ADVENT,VALSET4_CHA_FULL,case_050,advent.31886,ADVENT
11752,VALSET4_CHA_FULL_case_050_advent.31173_ADVENT,VALSET4_CHA_FULL,case_050,advent.31173,ADVENT
11753,VALSET4_CHA_FULL_case_050_advent.31985_ADVENT,VALSET4_CHA_FULL,case_050,advent.31985,ADVENT
11754,VALSET4_CHA_FULL_case_050_advent.30880_ADVENT,VALSET4_CHA_FULL,case_050,advent.30880,ADVENT
11755,VALSET4_CHA_FULL_case_050_advent.31408_ADVENT,VALSET4_CHA_FULL,case_050,advent.31408,ADVENT
11756,VALSET4_CHA_FULL_case_050_advent.30701_ADVENT,VALSET4_CHA_FULL,case_050,advent.30701,ADVENT
11757,VALSET4_CHA_FULL_case_050_advent.32190_ADVENT,VALSET4_CHA_FULL,case_050,advent.32190,ADVENT
11758,VALSET4_CHA_FULL_case_050_advent.31650_ADVENT,VALSET4_CHA_FULL,case_050,advent.31650,ADVENT
11759,VALSET4_CHA_FULL_case_050_advent.32227_ADVENT,VALSET4_CHA_FULL,case_050,advent.32227,ADVENT
11760,VALSET4_CHA_FULL_case_050_advent.30868_ADVENT,VALSET4_CHA_FULL,case_050,advent.30868,ADVENT
11761,VALSET4_CHA_FULL_case_050_advent.32017_ADVENT,VALSET4_CHA_FULL,case_050,advent.32017,ADVENT
11762,VALSET4_CHA_FULL_case_050_advent.32131_ADVENT,VALSET4_CHA_FULL,case_050,advent.32131,ADVENT
11763,VALSET4_CHA_FULL_case_050_advent.31846_ADVENT,VALSET4_CHA_FULL,case_050,advent.31846,ADVENT
11764,VALSET4_CHA_FULL_case_050_advent.31109_ADVENT,VALSET4_CHA_FULL,case_050,advent.31109,ADVENT
11765,VALSET4_CHA_FULL_case_050_advent.31175_ADVENT,VALSET4_CHA_FULL,case_050,advent.31175,ADVENT
11766,VALSET4_CHA_FULL_case_050_advent.31491_ADVENT,VALSET4_CHA_FULL,case_050,advent.31491,ADVENT
11767,VALSET4_CHA_FULL_case_050_advent.31578_ADVENT,VALSET4_CHA_FULL,case_050,advent.31578,ADVENT
11768,VALSET4_CHA_FULL_case_050_advent.30816_ADVENT,VALSET4_CHA_FULL,case_050,advent.30816,ADVENT
11769,VALSET4_CHA_FULL_case_050_advent.31112_ADVENT,VALSET4_CHA_FULL,case_050,advent.31112,ADVENT
11770,VALSET4_CHA_FULL_case_050_advent.30590_ADVENT,VALSET4_CHA_FULL,case_050,advent.30590,ADVENT
11771,VALSET4_CHA_FULL_case_050_advent.31682_ADVENT,VALSET4_CHA_FULL,case_050,advent.31682,ADVENT
11772,VALSET4_CHA_FULL_case_050_advent.31964_ADVENT,VALSET4_CHA_FULL,case_050,advent.31964,ADVENT
11773,VALSET4_CHA_FULL_case_050_advent.31238_ADVENT,VALSET4_CHA_FULL,case_050,advent.31238,ADVENT
11774,VALSET4_CHA_FULL_case_050_advent.32202_ADVENT,VALSET4_CHA_FULL,case_050,advent.32202,ADVENT
11775,VALSET4_CHA_FULL_case_050_advent.31867_ADVENT,VALSET4_CHA_FULL,case_050,advent.31867,ADVENT
11776,VALSET4_CHA_FULL_case_050_advent.31849_ADVENT,VALSET4_CHA_FULL,case_050,advent.31849,ADVENT
11777,VALSET4_CHA_FULL_case_050_advent.31463_ADVENT,VALSET4_CHA_FULL,case_050,advent.31463,ADVENT
11778,VALSET4_CHA_FULL_case_050_advent.30470_ADVENT,VALSET4_CHA_FULL,case_050,advent.30470,ADVENT
11779,VALSET4_CHA_FULL_case_050_advent.32215_ADVENT,VALSET4_CHA_FULL,case_050,advent.32215,ADVENT
11780,VALSET4_CHA_FULL_case_050_advent.30932_ADVENT,VALSET4_CHA_FULL,case_050,advent.30932,ADVENT
11781,VALSET4_CHA_FULL_case_050_advent.30469_ADVENT,VALSET4_CHA_FULL,case_050,advent.30469,ADVENT
11782,VALSET4_CHA_FULL_case_050_advent.30415_ADVENT,VALSET4_CHA_FULL,case_050,advent.30415,ADVENT
11783,VALSET4_CHA_FULL_case_050_advent.31717_ADVENT,VALSET4_CHA_FULL,case_050,advent.31717,ADVENT
11784,VALSET4_CHA_FULL_case_050_advent.31217_ADVENT,VALSET4_CHA_FULL,case_050,advent.31217,ADVENT
11785,VALSET4_CHA_FULL_case_050_advent.30942_ADVENT,VALSET4_CHA_FULL,case_050,advent.30942,ADVENT
11786,VALSET4_CHA_FULL_case_050_advent.31387_ADVENT,VALSET4_CHA_FULL,case_050,advent.31387,ADVENT
11787,VALSET4_CHA_FULL_case_050_advent.31426_ADVENT,VALSET4_CHA_FULL,case_050,advent.31426,ADVENT
11788,VALSET4_CHA_FULL_case_050_advent.30889_ADVENT,VALSET4_CHA_FULL,case_050,advent.30889,ADVENT
11789,VALSET4_CHA_FULL_case_050_advent.30898_ADVENT,VALSET4_CHA_FULL,case_050,advent.30898,ADVENT
11790,VALSET4_CHA_FULL_case_050_advent.31983_ADVENT,VALSET4_CHA_FULL,case_050,advent.31983,ADVENT
11791,VALSET4_CHA_FULL_case_050_advent.30481_ADVENT,VALSET4_CHA_FULL,case_050,advent.30481,ADVENT
11792,VALSET4_CHA_FULL_case_050_advent.32039_ADVENT,VALSET4_CHA_FULL,case_050,advent.32039,ADVENT
11793,VALSET4_CHA_FULL_case_050_advent.31902_ADVENT,VALSET4_CHA_FULL,case_050,advent.31902,ADVENT
11794,VALSET4_CHA_FULL_case_050_advent.31227_ADVENT,VALSET4_CHA_FULL,case_050,advent.31227,ADVENT
11795,VALSET4_CHA_FULL_case_050_advent.30374_ADVENT,VALSET4_CHA_FULL,case_050,advent.30374,ADVENT
11796,VALSET4_CHA_FULL_case_050_advent.32153_ADVENT,VALSET4_CHA_FULL,case_050,advent.32153,ADVENT
